Time, TempExt, TempInt, TempRef, ControleSignal
2021-03-19 12:24:34, 27.160, 43.248, 27.000, -100.000
2021-03-19 12:24:36, 27.150, 42.926, 27.000, -100.000
2021-03-19 12:24:37, 27.150, 42.732, 27.000, -100.000
2021-03-19 12:24:39, 27.160, 42.732, 27.000, -100.000
2021-03-19 12:24:40, 27.150, 42.249, 27.000, -100.000
2021-03-19 12:24:41, 27.150, 41.089, 27.000, -100.000
2021-03-19 12:24:43, 27.150, 41.089, 27.000, -100.000
2021-03-19 12:24:44, 27.150, 42.958, 27.000, -100.000
2021-03-19 12:24:45, 27.150, 43.345, 27.000, -100.000
2021-03-19 12:24:47, 27.160, 43.345, 27.000, -100.000
2021-03-19 12:24:48, 27.150, 42.668, 27.000, -100.000
2021-03-19 12:24:49, 27.140, 42.346, 27.000, -100.000
2021-03-19 12:24:51, 27.140, 42.346, 27.000, -100.000
2021-03-19 12:24:52, 27.150, 42.249, 27.000, -100.000
2021-03-19 12:24:54, 27.150, 41.959, 27.000, -100.000
2021-03-19 12:24:55, 27.150, 41.959, 27.000, -100.000
2021-03-19 12:24:56, 27.150, 41.153, 27.000, -100.000
2021-03-19 12:24:58, 27.140, 40.767, 27.000, -100.000
2021-03-19 12:24:59, 27.150, 40.767, 27.000, -100.000
